bid,btype,dated,trsource,destination,trip,route,pcount,snum,adults,child,revenue
31445,KSRTC,15-05-20,Haveri,Bagalkot,3,5,58,7,46,11,3073
31836,KSRTC,15-05-20,Bagalkot,Kolar,4,10,56,1,44,11,3295
32174,KSRTC,15-05-20,Ramanagara,Yadgir,3,9,60,4,48,12,3404
33119,KSRTC,15-05-20,Bagalkot,Bengaluru,4,4,57,5,45,11,3682
36414,KSRTC,15-05-20,Chikkamagaluru,Mysuru,4,9,55,4,44,11,4430
36758,KSRTC,15-05-20,Bengaluru,DakshinaKannada,2,1,55,5,44,11,4125
43445,KSRTC,15-05-20,Hassan,Ramanagara,1,10,55,8,44,11,3903
43516,KSRTC,15-05-20,DakshinaKannada,Hassan,3,8,58,2,46,11,3653
43571,KSRTC,15-05-20,Bijapur,Hassan,2,5,55,4,44,11,3951
45372,KSRTC,15-05-20,Bagalkot,Udupi,3,8,57,4,45,11,3005
49445,KSRTC,15-05-20,Bijapur,Haveri,4,7,60,7,48,12,3126
50411,KSRTC,15-05-20,Chikkamagaluru,Chitradurga,5,9,56,6,44,11,3775
51872,KSRTC,15-05-20,Gulbarga,Gadag,2,10,56,3,44,11,4447
57345,KSRTC,15-05-20,Kolar,Ramanagara,4,5,60,3,48,12,3597
58070,KSRTC,15-05-20,Bengaluru,Gadag,4,7,58,1,46,11,4126
60418,KSRTC,15-05-20,Tumakuru,Raichur,1,1,57,1,45,11,4217
60491,KSRTC,15-05-20,Karwar,Ballari,3,8,58,2,46,11,3331
60533,KSRTC,15-05-20,Mandya,Chikballapur,2,7,60,2,48,12,3224
65266,KSRTC,15-05-20,Kodagu,Kolar,4,9,58,6,46,11,3362
65642,KSRTC,15-05-20,Bidar,Raichur,5,2,55,4,44,11,4194
68716,KSRTC,15-05-20,Shivamogga,Dharwad,2,6,58,7,46,11,3991
69521,KSRTC,15-05-20,Chikballapur,Bagalkot,3,7,56,7,44,11,3388
70956,KSRTC,15-05-20,Ballari,Udupi,3,1,58,2,46,11,3396
71143,KSRTC,15-05-20,Hassan,Tumakuru,1,5,60,8,48,12,3673
71219,KSRTC,15-05-20,Davangere,Chikballapur,1,6,58,5,46,11,3668
76988,KSRTC,15-05-20,Shivamogga,Haveri,4,4,57,2,45,11,3720
78909,KSRTC,15-05-20,Chikkamagaluru,Gulbarga,2,5,59,1,47,11,3778
81273,KSRTC,15-05-20,Bengaluru,Gadag,1,2,59,7,47,11,3147
1971,KSRTC,16-05-20,Hassan,Bengaluru,2,1,57,5,45,11,4458
3088,KSRTC,16-05-20,Chikballapur,Belagavi,5,6,56,4,44,11,3920
3710,KSRTC,16-05-20,Davangere,Gulbarga,4,2,55,2,44,11,3175
7899,KSRTC,16-05-20,Shivamogga,Shivamogga,4,10,60,6,48,12,4495
8784,KSRTC,16-05-20,Bengaluru,Mysuru,2,4,57,5,45,11,3850
9402,KSRTC,16-05-20,Chitradurga,Udupi,4,1,56,1,44,11,3731
13450,KSRTC,16-05-20,Haveri,Ballari,4,9,58,6,46,11,4285
15039,KSRTC,16-05-20,Tumakuru,Ballari,5,8,55,2,44,11,3535
15987,KSRTC,16-05-20,Mandya,Davangere,3,1,60,1,48,12,4034
16999,KSRTC,16-05-20,Bengaluru,Bengaluru,4,6,60,4,48,12,4337
19682,KSRTC,16-05-20,Mysuru,Belagavi,5,9,59,5,47,11,4047
19731,KSRTC,16-05-20,Yadgir,Bengaluru,2,4,56,5,44,11,3033
21774,KSRTC,16-05-20,Koppal,Gadag,3,8,59,8,47,11,3454
21839,KSRTC,16-05-20,Bengaluru,Davangere,4,8,60,8,48,12,4375
24097,KSRTC,16-05-20,Shivamogga,Mysuru,3,10,56,2,44,11,3251
25810,KSRTC,16-05-20,DakshinaKannada,Gadag,2,7,56,7,44,11,3484
25978,KSRTC,16-05-20,Karwar,Gulbarga,1,3,56,3,44,11,4001
36415,KSRTC,16-05-20,Bengaluru,Haveri,5,8,58,5,46,11,3460
36462,KSRTC,16-05-20,Bijapur,Koppal,1,5,56,2,44,11,3091
39067,KSRTC,16-05-20,Shivamogga,Bijapur,3,10,55,6,44,11,4100
42998,KSRTC,16-05-20,Karwar,Gulbarga,3,3,55,7,44,11,3718
44786,KSRTC,16-05-20,Udupi,Davangere,2,8,60,4,48,12,4315
45886,KSRTC,16-05-20,Gulbarga,Mysuru,2,9,57,4,45,11,3362
50888,KSRTC,16-05-20,Udupi,DakshinaKannada,3,10,59,8,47,11,3699
57634,KSRTC,16-05-20,Davangere,Bijapur,4,10,55,2,44,11,3755
59142,KSRTC,16-05-20,Haveri,Karwar,2,1,58,3,46,11,4134
60002,KSRTC,16-05-20,Kolar,Tumakuru,4,5,58,8,46,11,3818
60056,KSRTC,16-05-20,Bengaluru,Bagalkot,1,8,56,1,44,11,4121
60126,KSRTC,16-05-20,Gadag,Udupi,5,7,58,2,46,11,3757
60979,KSRTC,16-05-20,Udupi,Raichur,2,5,55,5,44,11,4341
62529,KSRTC,16-05-20,Dharwad,Davangere,4,3,59,3,47,11,4414
68327,KSRTC,16-05-20,Haveri,Udupi,4,8,55,4,44,11,3373
70376,KSRTC,16-05-20,Chitradurga,Ramanagara,3,2,57,7,45,11,3191
70979,KSRTC,16-05-20,Kodagu,Ramanagara,3,5,56,8,44,11,3001
72104,KSRTC,16-05-20,Koppal,Karwar,4,8,60,5,48,12,4082
73737,KSRTC,16-05-20,Belagavi,Mysuru,2,10,56,6,44,11,4274
73826,KSRTC,16-05-20,Bengaluru,Bengaluru,5,5,55,8,44,11,4182
73837,KSRTC,16-05-20,Belagavi,Haveri,1,7,55,8,44,11,3630
77341,KSRTC,16-05-20,Gulbarga,Chamarajanagar,3,7,57,6,45,11,4497
77952,KSRTC,16-05-20,Bagalkot,Bengaluru,3,10,59,5,47,11,3312
81378,KSRTC,16-05-20,Mysuru,Karwar,4,3,59,4,47,11,3197
81454,KSRTC,16-05-20,Mandya,Haveri,2,7,55,3,44,11,3381
81748,KSRTC,16-05-20,Ramanagara,Tumakuru,2,10,59,1,47,11,4140
81867,KSRTC,16-05-20,Gulbarga,Tumakuru,1,8,60,7,48,12,3987
84052,KSRTC,16-05-20,Haveri,Mysuru,3,9,58,2,46,11,3634
84566,KSRTC,16-05-20,Bagalkot,Chikballapur,5,8,58,7,46,11,3082
84717,KSRTC,16-05-20,Hassan,Bijapur,2,3,59,2,47,11,4065
84948,KSRTC,16-05-20,Gulbarga,Kolar,5,8,60,3,48,12,3894
4409,KSRTC,17-05-20,Udupi,Belagavi,5,4,57,1,45,11,3230
4853,KSRTC,17-05-20,Raichur,Kodagu,1,5,55,4,44,11,3255
6289,KSRTC,17-05-20,Haveri,Haveri,2,9,60,5,48,12,3440
7271,KSRTC,17-05-20,Shivamogga,Gulbarga,2,5,58,7,46,11,3861
8237,KSRTC,17-05-20,Chamarajanagar,Chamarajanagar,1,9,57,8,45,11,4246
8374,KSRTC,17-05-20,Yadgir,Mysuru,3,5,56,1,44,11,3069
9587,KSRTC,17-05-20,Dharwad,Gulbarga,2,9,56,4,44,11,3516
11387,KSRTC,17-05-20,Yadgir,Dharwad,2,6,59,7,47,11,3605
14417,KSRTC,17-05-20,Bidar,Gulbarga,3,6,59,4,47,11,3818
18072,KSRTC,17-05-20,Chikkamagaluru,Belagavi,4,9,55,1,44,11,3698
18431,KSRTC,17-05-20,Haveri,Kolar,1,8,58,4,46,11,4279
19019,KSRTC,17-05-20,DakshinaKannada,Kodagu,1,8,60,6,48,12,3703
23080,KSRTC,17-05-20,Bengaluru,Tumakuru,3,6,57,4,45,11,4242
23286,KSRTC,17-05-20,Ballari,Koppal,3,5,55,5,44,11,4437
24296,KSRTC,17-05-20,Chikkamagaluru,Chikkamagaluru,4,2,57,8,45,11,3985
26830,KSRTC,17-05-20,Davangere,Hassan,1,9,58,6,46,11,3920
32946,KSRTC,17-05-20,Ballari,Bijapur,4,7,59,8,47,11,3356
38667,KSRTC,17-05-20,Udupi,Belagavi,5,3,55,5,44,11,3560
39720,KSRTC,17-05-20,Chikballapur,DakshinaKannada,2,9,58,7,46,11,3737
40016,KSRTC,17-05-20,Bidar,Mandya,4,8,57,7,45,11,4372
41604,KSRTC,17-05-20,Chikkamagaluru,Chikkamagaluru,2,4,56,8,44,11,3633
42010,KSRTC,17-05-20,Haveri,Davangere,1,6,59,2,47,11,4090
43783,KSRTC,17-05-20,Kolar,Bengaluru,4,8,59,4,47,11,3298
43784,KSRTC,17-05-20,Gulbarga,Mysuru,3,10,57,7,45,11,4007
48603,KSRTC,17-05-20,Bengaluru,Mandya,4,6,56,5,44,11,4282
50441,KSRTC,17-05-20,Mandya,Bidar,3,3,60,2,48,12,3969
53611,KSRTC,17-05-20,Chitradurga,Chamarajanagar,5,2,59,3,47,11,3162
55392,KSRTC,17-05-20,Davangere,Bengaluru,1,1,57,7,45,11,4025
56651,KSRTC,17-05-20,Bengaluru,Udupi,1,8,59,7,47,11,3130
56684,KSRTC,17-05-20,Bidar,Davangere,1,5,57,3,45,11,3434
58614,KSRTC,17-05-20,Chitradurga,Karwar,1,9,56,8,44,11,4417
62519,KSRTC,17-05-20,Bengaluru,Shivamogga,5,7,59,6,47,11,3266
63452,KSRTC,17-05-20,Hassan,Shivamogga,3,5,56,1,44,11,3933
63960,KSRTC,17-05-20,Koppal,Kolar,2,6,58,4,46,11,3923
66268,KSRTC,17-05-20,Chitradurga,Yadgir,3,7,60,6,48,12,3481
68343,KSRTC,17-05-20,Haveri,Chikballapur,2,5,57,5,45,11,3912
69857,KSRTC,17-05-20,Mandya,Karwar,3,10,59,6,47,11,4396
71546,KSRTC,17-05-20,Mysuru,Chikkamagaluru,1,6,55,8,44,11,3384
74329,KSRTC,17-05-20,DakshinaKannada,Davangere,4,4,60,3,48,12,3270
74809,KSRTC,17-05-20,Shivamogga,Bidar,1,7,57,3,45,11,3086
78948,KSRTC,17-05-20,Bengaluru,Mysuru,1,1,55,7,44,11,3214
79792,KSRTC,17-05-20,Ramanagara,Haveri,3,3,58,1,46,11,3365
79989,KSRTC,17-05-20,Koppal,Bengaluru,4,9,57,2,45,11,4337
80220,KSRTC,17-05-20,Mandya,Karwar,3,3,58,2,46,11,3005
736,KSRTC,18-05-20,Kolar,Kolar,4,5,57,6,45,11,3698
2538,KSRTC,18-05-20,Chamarajanagar,Karwar,2,3,55,7,44,11,3633
4260,KSRTC,18-05-20,Chamarajanagar,Yadgir,2,6,55,1,44,11,3770
5568,KSRTC,18-05-20,Mysuru,Bagalkot,3,4,59,5,47,11,4419
6645,KSRTC,18-05-20,Gulbarga,Shivamogga,5,2,57,6,45,11,4109
9161,KSRTC,18-05-20,Gadag,Raichur,1,8,60,7,48,12,4114
11535,KSRTC,18-05-20,Bengaluru,Ramanagara,5,6,56,8,44,11,4297
13351,KSRTC,18-05-20,Bijapur,Ballari,4,9,59,5,47,11,3931
14313,KSRTC,18-05-20,Chikkamagaluru,Raichur,5,6,55,4,44,11,3040
15921,KSRTC,18-05-20,Bengaluru,Chitradurga,3,5,60,8,48,12,4344
18235,KSRTC,18-05-20,Yadgir,Dharwad,1,5,58,3,46,11,4348
19199,KSRTC,18-05-20,Chikkamagaluru,Udupi,1,8,58,3,46,11,3516
21012,KSRTC,18-05-20,Bagalkot,Dharwad,2,2,60,2,48,12,3846
21129,KSRTC,18-05-20,Chikkamagaluru,Shivamogga,2,7,59,5,47,11,3405
21777,KSRTC,18-05-20,Belagavi,Dharwad,5,8,60,6,48,12,4471
22014,KSRTC,18-05-20,Kodagu,Gadag,3,2,57,4,45,11,4245
22288,KSRTC,18-05-20,Belagavi,Haveri,2,8,60,3,48,12,3666
24113,KSRTC,18-05-20,Ballari,Udupi,4,4,55,4,44,11,3207
26114,KSRTC,18-05-20,Chikballapur,Mandya,2,1,57,7,45,11,3756
29776,KSRTC,18-05-20,Shivamogga,Karwar,2,5,58,3,46,11,3092
33951,KSRTC,18-05-20,Kodagu,Dharwad,1,2,55,6,44,11,3613
35969,KSRTC,18-05-20,Bidar,DakshinaKannada,3,6,57,7,45,11,4208
37819,KSRTC,18-05-20,Gulbarga,DakshinaKannada,4,1,56,6,44,11,3407
42009,KSRTC,18-05-20,Gulbarga,Kodagu,3,6,56,7,44,11,4362
42730,KSRTC,18-05-20,Dharwad,Bengaluru,2,4,56,5,44,11,3410
44598,KSRTC,18-05-20,Davangere,Gadag,3,2,57,2,45,11,4355
47787,KSRTC,18-05-20,Bijapur,Chitradurga,3,5,57,1,45,11,3645
48583,KSRTC,18-05-20,Davangere,Udupi,1,5,56,7,44,11,3973
48778,KSRTC,18-05-20,Kodagu,Ramanagara,1,8,58,5,46,11,4021
51948,KSRTC,18-05-20,Belagavi,Karwar,4,10,59,3,47,11,3623
59871,KSRTC,18-05-20,Raichur,DakshinaKannada,4,7,59,7,47,11,4473
65071,KSRTC,18-05-20,Raichur,Bidar,5,4,57,5,45,11,3779
65296,KSRTC,18-05-20,Bengaluru,Davangere,2,6,57,7,45,11,3416
65408,KSRTC,18-05-20,Kodagu,Gadag,5,3,57,5,45,11,3632
68192,KSRTC,18-05-20,Ballari,Shivamogga,2,4,60,5,48,12,3570
71690,KSRTC,18-05-20,Bengaluru,Gulbarga,1,4,55,6,44,11,3630
73048,KSRTC,18-05-20,Belagavi,Chamarajanagar,2,9,55,5,44,11,3743
75004,KSRTC,18-05-20,Shivamogga,Kolar,3,4,60,3,48,12,3079
76116,KSRTC,18-05-20,Kolar,Chikballapur,5,10,59,5,47,11,3006
76539,KSRTC,18-05-20,Belagavi,Bengaluru,1,5,56,1,44,11,3597
79532,KSRTC,18-05-20,Bagalkot,Chitradurga,4,9,60,4,48,12,3219
80331,KSRTC,18-05-20,Bagalkot,Kodagu,4,9,57,8,45,11,4106
81025,KSRTC,18-05-20,Bengaluru,Shivamogga,1,9,55,3,44,11,3247
82352,KSRTC,18-05-20,Yadgir,DakshinaKannada,5,8,59,1,47,11,4398
255,KSRTC,19-05-20,Hassan,Dharwad,4,7,60,3,48,12,4084
2359,KSRTC,19-05-20,Chikballapur,Shivamogga,2,4,55,3,44,11,3621
2426,KSRTC,19-05-20,Bengaluru,Haveri,4,7,58,5,46,11,4305
4472,KSRTC,19-05-20,Bidar,Dharwad,5,6,55,8,44,11,3607
6769,KSRTC,19-05-20,Bengaluru,Bidar,2,4,59,1,47,11,3779
8643,KSRTC,19-05-20,Chikballapur,Chitradurga,1,6,60,4,48,12,4435
16852,KSRTC,19-05-20,Haveri,Bagalkot,5,3,55,7,44,11,3563
17050,KSRTC,19-05-20,Haveri,Yadgir,2,1,55,1,44,11,3061
17719,KSRTC,19-05-20,Haveri,Kolar,1,1,57,7,45,11,3238
19625,KSRTC,19-05-20,Kolar,Shivamogga,5,6,59,7,47,11,4330
20836,KSRTC,19-05-20,Mysuru,Mandya,2,8,59,8,47,11,3506
21344,KSRTC,19-05-20,Koppal,Chitradurga,1,1,60,4,48,12,3094
25442,KSRTC,19-05-20,Chikkamagaluru,Ramanagara,2,9,57,3,45,11,4239
29497,KSRTC,19-05-20,Chitradurga,Gulbarga,4,4,58,6,46,11,3111
31141,KSRTC,19-05-20,Gulbarga,Davangere,4,7,59,2,47,11,3904
33290,KSRTC,19-05-20,Bidar,Mysuru,2,2,55,3,44,11,3079
34791,KSRTC,19-05-20,Shivamogga,Udupi,5,2,59,7,47,11,3369
34973,KSRTC,19-05-20,Kolar,Chitradurga,5,5,56,1,44,11,4407
37975,KSRTC,19-05-20,Ballari,Bengaluru,3,7,60,7,48,12,4391
39155,KSRTC,19-05-20,Kolar,Davangere,4,5,57,8,45,11,3946
44585,KSRTC,19-05-20,Gulbarga,Bidar,1,2,58,7,46,11,4133
48149,KSRTC,19-05-20,Gulbarga,Udupi,1,6,58,5,46,11,4158
49102,KSRTC,19-05-20,Haveri,Bengaluru,4,2,57,7,45,11,4392
49460,KSRTC,19-05-20,Yadgir,Shivamogga,3,7,58,4,46,11,3294
55018,KSRTC,19-05-20,Belagavi,Karwar,2,3,60,8,48,12,3607
55117,KSRTC,19-05-20,Bidar,Chitradurga,2,7,59,8,47,11,3469
56010,KSRTC,19-05-20,Kolar,Hassan,2,1,57,4,45,11,4203
56448,KSRTC,19-05-20,Gadag,Koppal,2,1,57,5,45,11,4427
58122,KSRTC,19-05-20,DakshinaKannada,Dharwad,4,5,59,6,47,11,4138
61559,KSRTC,19-05-20,Bijapur,Hassan,5,6,59,6,47,11,3735
66219,KSRTC,19-05-20,Koppal,Koppal,3,8,57,1,45,11,3358
67588,KSRTC,19-05-20,DakshinaKannada,Kolar,4,1,59,6,47,11,4255
68656,KSRTC,19-05-20,DakshinaKannada,Belagavi,5,4,56,3,44,11,4026
71122,KSRTC,19-05-20,Udupi,Davangere,1,8,57,3,45,11,3962
73022,KSRTC,19-05-20,Chitradurga,DakshinaKannada,5,9,56,7,44,11,3889
76483,KSRTC,19-05-20,Belagavi,Chamarajanagar,4,2,58,8,46,11,3279
76643,KSRTC,19-05-20,Gadag,Ballari,3,10,60,8,48,12,3260
76873,KSRTC,19-05-20,Davangere,Karwar,1,5,55,5,44,11,3099
2486,KSRTC,20-05-20,Ramanagara,Gulbarga,2,10,58,3,46,11,3883
5322,KSRTC,20-05-20,Bengaluru,Tumakuru,5,3,56,8,44,11,3632
5425,KSRTC,20-05-20,Koppal,Kodagu,3,8,56,2,44,11,3252
11661,KSRTC,20-05-20,Shivamogga,Hassan,5,1,56,4,44,11,3587
16611,KSRTC,20-05-20,Mysuru,Bidar,3,3,57,6,45,11,3596
19136,KSRTC,20-05-20,Yadgir,Udupi,2,8,56,7,44,11,3926
23936,KSRTC,20-05-20,Tumakuru,Ramanagara,2,7,56,2,44,11,3989
24798,KSRTC,20-05-20,Chikballapur,Koppal,1,2,60,5,48,12,3148
27383,KSRTC,20-05-20,Koppal,Karwar,3,10,55,7,44,11,3662
28981,KSRTC,20-05-20,Raichur,Mysuru,1,8,58,8,46,11,3386
32145,KSRTC,20-05-20,Bijapur,Kodagu,3,6,57,7,45,11,4128
33958,KSRTC,20-05-20,Yadgir,Kodagu,5,2,59,2,47,11,3708
35711,KSRTC,20-05-20,Tumakuru,Raichur,5,9,55,5,44,11,3311
35718,KSRTC,20-05-20,Mysuru,Shivamogga,2,2,56,7,44,11,4400
36835,KSRTC,20-05-20,Bengaluru,Mysuru,5,2,59,4,47,11,3379
39048,KSRTC,20-05-20,Mandya,Haveri,5,10,55,4,44,11,3110
41417,KSRTC,20-05-20,Ballari,Bengaluru,2,1,60,8,48,12,3463
43345,KSRTC,20-05-20,Bagalkot,Raichur,2,2,55,4,44,11,4409
46184,KSRTC,20-05-20,Udupi,Davangere,4,4,57,1,45,11,4499
47534,KSRTC,20-05-20,Shivamogga,Kolar,5,9,59,2,47,11,3433
50203,KSRTC,20-05-20,Mysuru,Ramanagara,5,8,59,4,47,11,3648
52208,KSRTC,20-05-20,Bagalkot,Mandya,5,1,59,2,47,11,3579
52380,KSRTC,20-05-20,Shivamogga,Gadag,5,7,59,7,47,11,3337
53130,KSRTC,20-05-20,Karwar,Chitradurga,4,4,60,1,48,12,4039
53188,KSRTC,20-05-20,Chitradurga,Gadag,1,6,60,8,48,12,3339
53677,KSRTC,20-05-20,Gulbarga,Hassan,5,4,58,3,46,11,3477
61245,KSRTC,20-05-20,Shivamogga,Bijapur,1,8,60,2,48,12,3082
64766,KSRTC,20-05-20,Bengaluru,Tumakuru,2,1,56,5,44,11,3642
65040,KSRTC,20-05-20,DakshinaKannada,Bidar,4,10,57,4,45,11,3958
65693,KSRTC,20-05-20,Mysuru,Haveri,4,1,58,6,46,11,3392
69075,KSRTC,20-05-20,Karwar,Raichur,1,8,58,6,46,11,4186
69467,KSRTC,20-05-20,Davangere,Bagalkot,1,5,57,2,45,11,3365
72116,KSRTC,20-05-20,Shivamogga,Haveri,3,6,57,6,45,11,3273
72480,KSRTC,20-05-20,Chitradurga,Bidar,2,5,60,3,48,12,3953
74182,KSRTC,20-05-20,Mandya,Kolar,5,7,56,5,44,11,4216
74583,KSRTC,20-05-20,Bijapur,Kodagu,5,1,56,4,44,11,3152
75006,KSRTC,20-05-20,Belagavi,Yadgir,3,2,58,5,46,11,3292
75055,KSRTC,20-05-20,Bidar,Kolar,4,1,56,4,44,11,4256
79414,KSRTC,20-05-20,Chikballapur,Bagalkot,5,4,57,5,45,11,3014
82040,KSRTC,20-05-20,Ramanagara,Kodagu,4,10,60,5,48,12,3297
82100,KSRTC,20-05-20,Gulbarga,Bagalkot,5,2,60,4,48,12,4158
483,KSRTC,21-05-20,DakshinaKannada,Bengaluru,2,4,59,5,47,11,4057
1220,KSRTC,21-05-20,Hassan,Chitradurga,2,1,59,8,47,11,3357
4878,KSRTC,21-05-20,Yadgir,Tumakuru,3,10,57,4,45,11,4008
7329,KSRTC,21-05-20,Udupi,Ballari,1,5,60,2,48,12,4413
11185,KSRTC,21-05-20,Bijapur,Chamarajanagar,3,8,59,7,47,11,4026
13477,KSRTC,21-05-20,Kodagu,Yadgir,4,9,56,4,44,11,4182
13984,KSRTC,21-05-20,Davangere,Bengaluru,1,7,60,8,48,12,4383
21314,KSRTC,21-05-20,Chamarajanagar,Haveri,2,9,57,2,45,11,3933
24613,KSRTC,21-05-20,Chamarajanagar,DakshinaKannada,3,8,55,7,44,11,3338
30620,KSRTC,21-05-20,Bijapur,Dharwad,1,3,59,7,47,11,4431
31155,KSRTC,21-05-20,Yadgir,Tumakuru,5,5,56,6,44,11,3810
40009,KSRTC,21-05-20,Mysuru,Bagalkot,4,10,56,4,44,11,3888
40537,KSRTC,21-05-20,Davangere,Belagavi,4,9,56,7,44,11,4429
41656,KSRTC,21-05-20,Bengaluru,Gadag,2,6,60,3,48,12,3590
43567,KSRTC,21-05-20,Shivamogga,Mysuru,4,6,55,8,44,11,3080
44848,KSRTC,21-05-20,Ramanagara,Hassan,3,5,60,5,48,12,4483
47359,KSRTC,21-05-20,Kolar,Bagalkot,1,8,57,1,45,11,3308
49063,KSRTC,21-05-20,Mandya,Belagavi,2,7,58,8,46,11,4134
49355,KSRTC,21-05-20,Kodagu,Belagavi,2,5,57,7,45,11,3959
49740,KSRTC,21-05-20,Ramanagara,Udupi,2,2,59,8,47,11,4333
52446,KSRTC,21-05-20,Tumakuru,Koppal,5,2,55,6,44,11,4174
55216,KSRTC,21-05-20,Udupi,Bijapur,4,2,58,7,46,11,3166
55754,KSRTC,21-05-20,Gadag,Ramanagara,1,2,60,7,48,12,3122
57198,KSRTC,21-05-20,Mandya,Ballari,1,1,56,5,44,11,4305
59763,KSRTC,21-05-20,Ballari,Shivamogga,2,9,59,3,47,11,3304
70775,KSRTC,21-05-20,Bijapur,Shivamogga,2,4,58,2,46,11,3541
73623,KSRTC,21-05-20,Kodagu,Bengaluru,5,8,56,3,44,11,3361
75912,KSRTC,21-05-20,Davangere,Gulbarga,3,4,58,7,46,11,3866
76448,KSRTC,21-05-20,Karwar,Bagalkot,3,8,60,4,48,12,3257
77750,KSRTC,21-05-20,Raichur,Belagavi,5,6,59,8,47,11,4162
78363,KSRTC,21-05-20,Gadag,Ramanagara,3,7,60,6,48,12,3832
81051,KSRTC,21-05-20,Chamarajanagar,Bengaluru,2,4,59,8,47,11,3341
83936,KSRTC,21-05-20,Shivamogga,Kolar,5,10,59,5,47,11,3620
1062,KSRTC,22-05-20,Belagavi,Haveri,3,10,58,6,46,11,4126
1392,KSRTC,22-05-20,Udupi,Chikkamagaluru,5,3,60,1,48,12,3749
4441,KSRTC,22-05-20,Bagalkot,Chitradurga,1,10,56,5,44,11,4407
4941,KSRTC,22-05-20,Shivamogga,Ballari,5,1,60,5,48,12,4080
6314,KSRTC,22-05-20,Belagavi,Udupi,1,2,58,5,46,11,3754
7133,KSRTC,22-05-20,Bijapur,Bagalkot,5,10,55,6,44,11,3349
9642,KSRTC,22-05-20,Ramanagara,Chamarajanagar,1,1,58,1,46,11,3792
15319,KSRTC,22-05-20,Kolar,Chikballapur,2,1,57,1,45,11,4418
17068,KSRTC,22-05-20,Tumakuru,Chamarajanagar,3,5,55,7,44,11,4001
20340,KSRTC,22-05-20,Kolar,Mysuru,3,4,55,3,44,11,4272
21648,KSRTC,22-05-20,Ramanagara,Karwar,3,2,56,5,44,11,3133
21674,KSRTC,22-05-20,Mandya,Hassan,3,3,55,8,44,11,3920
23530,KSRTC,22-05-20,Bengaluru,Gulbarga,4,9,58,8,46,11,4265
25739,KSRTC,22-05-20,Tumakuru,Chitradurga,1,8,60,1,48,12,3000
26299,KSRTC,22-05-20,Mysuru,Gadag,3,1,55,2,44,11,3947
28124,KSRTC,22-05-20,Hassan,Chikkamagaluru,2,4,59,6,47,11,3398
29046,KSRTC,22-05-20,Chikballapur,Dharwad,2,4,57,4,45,11,4136
29874,KSRTC,22-05-20,Shivamogga,Tumakuru,1,3,55,6,44,11,4115
31245,KSRTC,22-05-20,Kolar,Koppal,5,4,57,7,45,11,4413
36908,KSRTC,22-05-20,Belagavi,Mandya,1,1,57,2,45,11,4384
43306,KSRTC,22-05-20,Gadag,Yadgir,3,3,55,5,44,11,3644
45799,KSRTC,22-05-20,DakshinaKannada,Belagavi,2,6,56,1,44,11,3071
45993,KSRTC,22-05-20,Bengaluru,Gadag,5,1,58,2,46,11,3051
48347,KSRTC,22-05-20,Shivamogga,Raichur,2,1,56,5,44,11,4466
49368,KSRTC,22-05-20,Bengaluru,Raichur,2,2,55,5,44,11,3910
49691,KSRTC,22-05-20,Karwar,Udupi,2,4,59,6,47,11,4117
50414,KSRTC,22-05-20,Haveri,Davangere,4,4,59,7,47,11,3884
50528,KSRTC,22-05-20,Ballari,Yadgir,1,8,56,1,44,11,4076
54724,KSRTC,22-05-20,Bijapur,Bagalkot,4,5,59,7,47,11,3072
57598,KSRTC,22-05-20,Hassan,Tumakuru,5,8,57,1,45,11,4094
58205,KSRTC,22-05-20,Kodagu,Gadag,2,1,55,3,44,11,3205
58316,KSRTC,22-05-20,Raichur,Ballari,1,5,60,1,48,12,3055
58490,KSRTC,22-05-20,Bagalkot,Haveri,2,5,60,4,48,12,3645
59003,KSRTC,22-05-20,Chikkamagaluru,Chikballapur,5,2,56,6,44,11,4192
59392,KSRTC,22-05-20,Mysuru,Haveri,4,6,57,2,45,11,4302
62826,KSRTC,22-05-20,Kodagu,Haveri,2,9,58,5,46,11,4247
65336,KSRTC,22-05-20,Yadgir,Tumakuru,2,5,58,1,46,11,3178
66814,KSRTC,22-05-20,Bengaluru,Koppal,3,9,55,6,44,11,3328
67303,KSRTC,22-05-20,Tumakuru,Bengaluru,3,3,58,4,46,11,3037
68759,KSRTC,22-05-20,Gulbarga,Mandya,4,6,56,1,44,11,3243
72310,KSRTC,22-05-20,Chikkamagaluru,Davangere,3,1,59,3,47,11,4211
72562,KSRTC,22-05-20,Udupi,Yadgir,5,6,57,6,45,11,3283
73751,KSRTC,22-05-20,Mysuru,Chamarajanagar,5,10,57,5,45,11,4052
79740,KSRTC,22-05-20,Chitradurga,Shivamogga,4,9,59,2,47,11,3892
80022,KSRTC,22-05-20,Raichur,Kodagu,5,6,57,2,45,11,3042
82987,KSRTC,22-05-20,Udupi,Koppal,3,8,57,3,45,11,3372
84008,KSRTC,22-05-20,Gulbarga,Dharwad,3,6,55,7,44,11,4310
2498,KSRTC,23-05-20,Ramanagara,Haveri,1,1,56,6,44,11,3281
3237,KSRTC,23-05-20,Bijapur,Bengaluru,5,10,56,6,44,11,3814
4021,KSRTC,23-05-20,Bijapur,Belagavi,2,10,55,5,44,11,3361
6006,KSRTC,23-05-20,Chamarajanagar,Chikballapur,4,6,57,8,45,11,3565
7210,KSRTC,23-05-20,Mandya,Bidar,2,10,57,2,45,11,4129
8073,KSRTC,23-05-20,Udupi,Yadgir,4,1,60,1,48,12,3038
